Sr No,Product Name,,BoM,Material,Surface Finish,Surface Area(mm2),Thickness(mm),Unit Weight(kg),Total Weight(kg),UoM,Quantity
133,PR05-12-25-009_R1,JUNCTION BOX FRONT COVER,PR05-15-25-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,48980.32,1.5,0.27,0.54,Unit,2
134,PR05-14-25-005,SMPS PLATE,PR05-15-25-000SA] JUNCTION BOX,AISI 1020,ZINC COATING,126609.33,1.5,0.73,1.46,Unit,2
135,PR05-15-25-009,TOP COVER,PR05-15-25-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,214316.6,1.5,1.25,2.5,Unit,2
136,PR05-15-25-002,TOP COVER-2,PR05-15-25-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,66312.5,1.5,0.38,0.76,Unit,2
137,PR05-12-01-004,ROUTER MOUNTING CLAMP,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,29278.14,1.5,0.16,0.32,Unit,2
138,PR05-15-22-001,WIRE DUCT COVER,PR05-15-22-000SA] MVS WIRE DUCT,AISI 1020,BLUE POWDER COAT,70211.17,1.5,0.4,0.8,Unit,2
139,PR05-15-16-003,LIGHT BOX,PR05-15-16-000SA] PRINTER DOOR,AISI 1020,IVORY POWDER COAT,41890.19,1.5,0.24,0.48,Unit,2
140,CL04-10-05-001,WIRE DUCT COVER,CL04-10-05-000SA] CPLT  WIRE DUCT,AISI 1020,IVORY POWDER COAT,110459.75,1.5,0.63,1.26,Unit,2
141,CL04-06-03-002,MOTOR DRIVER MOUNTING CLAMP,CL04-10-03-000SA] CL04-TOP JUNCTION BOX,AISI 1020,BLUE POWDER COAT,37768.16,1.5,0.22,0.44,Unit,2
142,CL04-10-03-003,CL JUNCTION BOX COVER 2,CL04-10-03-000SA] CL04-TOP JUNCTION BOX,AISI 1020,BLUE POWDER COAT,406538.65,1.5,2.38,4.76,Unit,2
143,CL04-08-04-007,LIGHT BOX,CL04-10-04-000SA] CPLT DOOR,AISI 1020,IVORY POWDER COAT,65207.71,1.5,0.38,0.76,Unit,2
144,CL04-10-04-008,CL KEEPER MOUNTING CLAMP,CL04-10-04-000SA] CPLT DOOR,AISI 1020,IVORY POWDER COAT,9116.76,1.5,0.05,0.1,Unit,2
145,US04-21-02-018,Glass Clamp,"CL04-10-04-000SA] CPLT DOOR, PS07-28-07-000SA] DOOR-2, PS07-29-08-000SA] DOOR-1, PS07-28-08-000SA] DOOR-1, UL08-08-09-000SA] UNLOADING DOOR, SR05-04-12-000SA_R2] BACK COVER, SR05-04-17-000SA_R2] BACK COVER, SR05-06-05-000SA_R1] SIDE COVER - 1, SR05-06-06-000SA_R1] SIDE COVER - 1, SR05-06-07-000SA_R1] SIDE COVER - 2, SR05-06-11-000SA_R1] BACK COVER, SR05-06-13-000SA_R1] BACK COVER, SR05-06-14-000SA] ASRS DOOR W/O INDICATION (LEFT), SR05-06-15-000SA] ASRS DOOR WITH INDICATION (LEFT), CP03-30-03-000SA] RIGHT SIDE CP DOOR-1 WITH INDICATION LIGHT, US04-24-02-000SA] DOOR, MB04-05-17-000SA_R1] SIDE COVER ASSEMBLY, HS06-04-08-000SA] HS DOOR",AISI 1020,IVORY POWDER COAT,3193.62,1.5,0.02,3.84,Unit,192
146,PS07-18-05-002,TOP COVER,PS07-18-05-000SA] BUCK BOOSTER BOX,AISI 1020,BLUE POWDER COAT,51261.47,1.5,0.3,1.2,Unit,4
147,PS07-18-05-005,CONNECTOR COVER,PS07-18-05-000SA] BUCK BOOSTER BOX,AISI 1020,BLUE POWDER COAT,1586.55,1.5,0.01,0.04,Unit,4
148,PS07-18-05-001,BUCK BOOSTER BOX,PS07-18-05-000SA] BUCK BOOSTER BOX,AISI 1020,BLUE POWDER COAT,86848.61,1.5,0.5,2,Unit,4
149,PS07-28-04-010,PULLEY COVER,PS07-28-04-000SA] 7X4 MULTI-DOSE PACK SEPARATOR BOTTOM ASSEMBLY,AISI 1020,BLUE POWDER COAT,389209,1.5,2.28,9.12,Unit,4
150,PS07-28-04-011,PULLEY COVER 1,PS07-28-04-000SA] 7X4 MULTI-DOSE PACK SEPARATOR BOTTOM ASSEMBLY,AISI 1020,BLUE POWDER COAT,245584.39,1.5,1.44,5.76,Unit,4
151,PS07-28-23-005,JUNCTION BOX TOP COVER,PS07-28-23-000SA] PACK SEPARATOR JUNCTION BOX,AISI 1020,BLUE POWDER COAT,435354.42,1.5,2.55,10.2,Unit,4
152,PS07-28-23-007,JUNCTION BOX SERVICE PLATE,PS07-28-23-000SA] PACK SEPARATOR JUNCTION BOX,AISI 1020,ZINC COATING,338245.89,1.5,1.96,7.84,Unit,4
153,PS07-12-20-011,RASPBERRY PI PCB BASE CLAMP,PS07-28-23-000SA] PACK SEPARATOR JUNCTION BOX,AISI 1020,ZINC COATING,46918.84,1.5,0.26,1.04,Unit,4
154,PS07-23-38-017,COVER-1,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,291380.55,1.5,1.71,6.84,Unit,4
155,PS07-23-38-018,COVER-2,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,291380.55,1.5,1.71,6.84,Unit,4
156,HS06-04-26-005,DRIVER BOX,"PS07-28-09-000SA] MOTOR CONTROLLER BOX, HS06-04-26-000SA] MOTOR CONTROLLER BOX",AISI 1020,BLUE POWDER COAT,258095.14,1.5,1.49,8.9,Unit,6
157,PS07-11-09-006,TOP COVER,"PS07-28-09-000SA] MOTOR CONTROLLER BOX, HS06-04-26-000SA] MOTOR CONTROLLER BOX",AISI 1020,BLUE POWDER COAT,124090.73,1.5,0.73,4.38,Unit,6
158,PS07-28-21-001,CONNECTOR PLATE,PS07-28-21-000SA] POWER CONNECTOR ASSEMBLY,AISI 1020,BLUE POWDER COAT,168594.37,1.5,0.98,3.92,Unit,4
159,PS07-28-23-002,CONNECTOR ASSEMBLY COVER,PS07-28-21-000SA] POWER CONNECTOR ASSEMBLY,AISI 1020,BLUE POWDER COAT,118683.97,1.5,0.69,2.76,Unit,4
160,PS07-18-01-006,WIRE ROUTING COVER,PS07-28-01-000SA] PS STRUCTURE,AISI 1020,BLUE POWDER COAT,108743.09,1.5,0.63,2.52,Unit,4
161,PS07-28-22-001,WIRE DUCT COVER,PS07-28-22-000SA] PS WIRE DUCT,AISI 1020,IVORY POWDER COAT,38204.63,1.5,0.22,0.88,Unit,4
162,PS07-23-08-004,LIGHT BOX,"PS07-29-08-000SA] DOOR-1, PS07-28-08-000SA] DOOR-1",AISI 1020,IVORY POWDER COAT,61391.16,1.5,0.35,1.4,Unit,4
163,CP03-28-05-009,CP-TOP JB WIRE-DUCT,"CP03-31-05-000SA_R1] V4 TOP ASSEMBLY, CP03-30-05-000SA_R1] V4 TOP ASSEMBLY, HS06-04-09-000SA_R1] V4 TOP ASSEMBLY, CP03-28-05-000SA_R1] V4 TOP ASSEMBLY, HS06-04-09-000SA_R2] V4 TOP ASSEMBLY",AISI 1020,BLUE POWDER COAT,187609.26,1.5,1.05,10.5,Unit,10
164,UL08-04-00-001,CONNECTOR PLATE,CP03-31-05-000SA_R1] V4 TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,59362.41,1.5,0.34,0.68,Unit,2
165,CP03-30-02-003,JB-COVER,"UL08-07-06-000SA] UL JUNCTION BOX, CP03-30-02-000SA] CP03-10 - JB, HS06-04-11-000SA] HS JUNCTION BOX",AISI 1020,BLUE POWDER COAT,283446.12,1.5,1.66,16.72,Unit,10
166,HS06-04-11-004,DRIVER MOUNTING CLAMP,"UL08-07-06-000SA] UL JUNCTION BOX, HS06-04-11-000SA] HS JUNCTION BOX",AISI 1020,BLUE POWDER COAT,22993.18,1.5,0.14,0.56,Unit,4
167,HS06-04-08-007,LIGHT BOX,"UL08-08-09-000SA] UNLOADING DOOR, SR05-06-15-000SA] ASRS DOOR WITH INDICATION (LEFT), CP03-30-03-000SA] RIGHT SIDE CP DOOR-1 WITH INDICATION LIGHT, HS06-04-08-000SA] HS DOOR",AISI 1020,IVORY POWDER COAT,39258.67,1.5,0.23,1.84,Unit,8
168,UL08-07-13-006,SENSOR CLAMP,UL08-07-13-000SA] STOPPER ASSEMBLY,AISI 1020,BLUE POWDER COAT,943.42,1.5,0.001,0,Unit,2
169,UL08-07-13-016,SENSOR CLAMP -02,UL08-07-13-000SA] STOPPER ASSEMBLY,AISI 1020,BLUE POWDER COAT,943.42,1.5,0.001,0,Unit,2
170,UL08-07-03-009,FIXTURE CLAMP,UL08-07-03-000SA] VACCUM PLATE ASSY,AISI 1020,ZINC COATING,4204.48,1.5,0.02,0.04,Unit,2
171,UL08-00-04-004,NUT CLAMP,"UL08-07-05-000SA] BELT CONVEYOR - 2, UL08-07-07-000SA] BELT CONVEYOR - 1",AISI 1020,BLUE POWDER COAT,5535.13,1.5,0.03,0.12,Unit,4
172,UL08-02-00-003,CABLE TIE HOLDER BRACKET,"UL08-08-00-000MA] MAIN ASSEMBLY OF UL, HS06-04-00-000MA_R2] HEAT SEAL",AISI 1020,BLUE POWDER COAT,86052.44,1.5,0.497,2,Unit,4
173,ST03-10-02-001,JUNCTION BOX BODY,ST03-10-02-000SA] JUNCTION BOX ASSEMBLY,AISI 1020,BLACK POWDER COATING,150651.77,1.5,0.88,14.08,Unit,16
174,ST03-07-06-011,PSR BOTTOM TROLLEY SIDE COVER,ST03-10-03-000SA] PSR BOTTOM WHEEL TROLLEY,AISI 1020,BLACK POWDER COATING,8701.89,1.5,0.05,1.6,Unit,32
175,DD01-04-62-001_R2,PF TRAY JUNCTION BOX,DD01-04-62-000SA_R2] PF TRAY PANEL BOX,AISI 1020,BLUE POWDER COAT,351846.74,1.5,2.01,4.02,Unit,2
176,DD01-04-62-002_R1,PF TRAY JUNCTION BOX TOP COVER,DD01-04-62-000SA_R2] PF TRAY PANEL BOX,AISI 1020,BLUE POWDER COAT,136908.21,1.5,0.8,1.6,Unit,2
177,DD01-04-62-008,TIE HOLDER MTG CLAMP,DD01-04-62-000SA_R2] PF TRAY PANEL BOX,AISI 1020,BLUE POWDER COAT,10320.97,1.5,0.06,0.12,Unit,2
178,DD01-04-46-069_R2,BLOCK CONNECTING PART,DD01-04-46-000SA_R5] 50X50 MID PF TRAY,AISI 1020,ZINC COATING,67081.87,1.5,0.38,1.52,Unit,4
179,DD01-04-40-012_R1,TOP DOOR SENSING PLATE,DD01-04-40-000SA_R6] GANTRY PF TRAY,AISI 1020,BLUE POWDER COAT,1798.5,1.5,0.01,0.04,Unit,4
180,DD01-04-40-017,2X2 DOOR FORK MTG,DD01-04-40-000SA_R6] GANTRY PF TRAY,AISI 1020,BLUE POWDER COAT,2049.86,1.5,0.01,0.04,Unit,4
181,DD01-04-52-002_R1,DIMMER BOX COVER,DD01-04-52-000SA_R1] BUCK BOOST JUNCTION BOX,AISI 1020,BLUE POWDER COAT,97618.66,1.5,0.56,1.12,Unit,2
182,DD01-04-52-003,DOOR DIMMER JCBX,DD01-04-52-000SA_R1] BUCK BOOST JUNCTION BOX,AISI 1020,BLUE POWDER COAT,51950.36,1.5,0.3,0.6,Unit,2
183,DD01-04-52-010,MAGNET CATCH PLATE,DD01-04-52-000SA_R1] BUCK BOOST JUNCTION BOX,AISI 1020,ZINC COATING,1646.67,1.5,0.01,0.02,Unit,2
184,DD01-03-63-002_R2,GPU PLATE MTG CLAMP,DD01-04-64-000SA] CPU,AISI 1020,BLUE POWDER COATING,5000.86,1.5,0.03,0.06,Unit,2
185,DD01-04-68-020_R1,SIDE ACCESS COVER,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,215408.44,1.5,1.26,2.52,Unit,2
186,DD01-03-50-128,WIRE DUCT 1 25X30 (L=350 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,46902.87,1.5,0.27,0.54,Unit,2
187,DD01-03-50-144,WIRE DUCT 9 25X30 (L=100 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,14229.87,1.5,0.08,0.32,Unit,4
188,DD01-04-50-111_R1,BOTTOM METAL WIRE DUCT,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,124124.93,1.5,0.7,1.4,Unit,2
189,DD01-04-50-112_R1,BOTTOM WIRE DUCT COVER,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,72929.36,1.5,0.42,0.84,Unit,2
190,DD01-04-50-117_R3,WIRE DUCT REAR 47x35 (L=680MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,109572.39,1.5,0.63,1.26,Unit,2
191,DD01-04-50-130,WIRE DUCT 35x37 (L=800 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,153811.13,1.5,0.89,1.78,Unit,2
192,DD01-04-50-132,WIRE DUCT  35x35 (L=185 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COATING,30446.83,1.5,0.17,0.34,Unit,2
193,DD01-04-50-136,WIRE DUCT 22x35 (L=610 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,86892.61,1.5,0.5,1,Unit,2
194,DD01-04-50-142,WIRE DUCT 29x42 (L=370 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,POWDER COATING,51741.49,1.5,0.3,0.6,Unit,2
195,DD01-04-50-150_R1,WIRE DUCT 10 67x30 (L=450 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,79268.13,1.5,0.45,0.9,Unit,2
196,DD01-04-50-189,WIRE DUCT 9 37x27 (L=100MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,16056.87,1.5,0.09,0.36,Unit,4
197,DD01-04-50-194,WIRE DUCT 10 37x30 (L=420 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,65801.51,1.5,0.38,0.76,Unit,2
198,DD01-04-50-198,WIRE DUCT 25x30 (L=450 MM),DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,58929.63,1.5,0.34,0.68,Unit,2
199,CS04-27-001SM_R1,TOP LED FRAME,CS04-27-000SA_R1] CSR V4 JUNCTION BOX,AISI 1020,POWDER COATING,1189468.11,1.5,6.97,27.88,Unit,4
200,CS04-27-007SM,MCB PLATE & USB CLAMP,CS04-27-000SA_R1] CSR V4 JUNCTION BOX,AISI 1020,POWDER COATING,45296.9,1.5,0.26,1.04,Unit,4
201,SR05-00-16-002_R2,SMPS PLATE,SR05-04-20-000SA] ASRS JUNCTION BOX,AISI 1020,ZINC COATING,384617.85,1.5,2.26,4.52,Unit,2
202,SR05-04-20-013,TOP COVER,SR05-04-20-000SA] ASRS JUNCTION BOX,AISI 1020,BLUE POWDER COAT,385006.49,1.5,2.26,4.52,Unit,2
203,SR05-06-33-010,PUSHER COVER - A,SR05-06-33-000SA] PUSHER - A (RIGHT),AISI 1020,BLUE POWDER COAT,116621.71,1.5,0.68,1.36,Unit,2
204,SR05-00-11-016,CONNECTOR MTG PLATE,SR05-06-31-000SA] ASRS STATION - 2 (LEFT),AISI 1020,BLUE POWDER COAT,46587.51,1.5,0.27,0.54,Unit,2
205,CP03-30-00-001,CONNECTOR PLATE,"CP03-30-05-000SA_R1] V4 TOP ASSEMBLY, HS06-04-09-000SA_R1] V4 TOP ASSEMBLY",AISI 1020,BLUE POWDER COAT,47035.4,1.5,0.27,1.08,Unit,4
206,CP03-22-03-008,EMERGENCY SWITCH COVER,CP03-30-03-000SA] RIGHT SIDE CP DOOR-1 WITH INDICATION LIGHT,AISI 1020,IVORY POWDER COAT,31748.34,1.5,0.18,0.36,Unit,2
207,CP03-22-06-001,CHARGING DOCK PCB COVER,CP03-22-06-000SA] CHARGING DOCK PCB BOX,AISI 1020,BLUE POWDER COAT,58145.4,1.5,0.34,8.84,Unit,26
208,CP03-28-05-010,CONNECTOR PLATE,CP03-28-05-000SA_R1] V4 TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,42338.65,1.5,0.2391,0.48,Unit,2
209,AV01-08-01-011,SIDE COVER,AV01-08-01-000SA] AV STRUCTURE,AISI 1020,WHITE POWDERCOAT,312503.74,1.5,1.84,7.36,Unit,4
210,AV01-00-00-018,BOTTOM CLAMP,AV01-08-01-000SA] AV STRUCTURE,AISI 1020,BLUE POWDER COAT,11174.41,1.5,0.06,0.24,Unit,4
211,AV01-08-06-017_R1,LED CONTROLER CLAMP,AV01-08-06-000SA_R1] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,12230.4,1.5,0.07,0.14,Unit,2
212,AV01-08-06-008,TOP COVER,AV01-08-06-000SA_R1] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,246739,1.5,1.44,2.88,Unit,2
213,AV01-06-07-009,GPU MTG Clamp,AV01-08-07-000SA] CPU BOX,AISI 1020,BLUE POWDER COAT,5699.71,1.5,0.03,0.06,Unit,2
214,AV01-06-07-003,SPACER FOR PSU MTG,AV01-08-07-000SA] CPU BOX,AISI 1020,BLUE POWDER COAT,30582.43,1.5,0.17,0.34,Unit,2
215,AV01-08-07-016,SPACER,AV01-08-07-000SA] CPU BOX,AISI 1020,BLUE POWDER COAT,1764.78,1.5,0.01,0.04,Unit,4
216,AV01-08-04-007,LIGHT BOX,AV01-08-04-000SA] AV DOOR,AISI 1020,IVORY POWDER COAT,41417.87,1.5,0.24,0.48,Unit,2
217,US04-11-08-015,Sensor Clamp,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,2727.28,1.5,0.01,0.08,Unit,8
218,US04-11-08-016,SENSIG CLAMP,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,2981.05,1.5,0.02,0.08,Unit,4
219,US04-18-02-015,WIRE ROUTING CLAMP,US04-24-08-000SA_R2] TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,14838.91,1.5,0.08,0.64,Unit,8
220,US04-24-11-001,WIRE DUCT COVER,US04-24-11-000SA] US WIRE DUCT,AISI 1020,IVORY POWDER COAT,112663,1.5,0.01,0.04,Unit,4
221,MB04-01-05-001,PDU COVER,MB04-01-05-000SA] PDU UNIT ASSEMBLY,AISI 1020,BLUE POWDER COAT,98944.02,1.5,0.57,1.14,Unit,2
222,MB04-07-04-001,FAN MTG PLATE,MB04-07-04-000SA] FAN ASSEMBLY,AISI 1020,BLUE POWDER COAT,247243.45,1.5,1.42,2.84,Unit,2
223,MB04-07-08-001,FAN MTG PLATE,MB04-07-08-000SA] FAN ASSEMBLY,AISI 1020,BLUE POWDER COAT,126069.3,1.5,0.7,1.4,Unit,2
224,MB04-07-11-001,BASE PLATE,MB04-07-11-000SA_R1] PANEL BOARD,AISI 1020,ZINC COATING,644151.11,1.5,3.77,7.54,Unit,2
225,MB04-04-11-015,PANEL COVER,MB04-07-11-000SA_R1] PANEL BOARD,AISI 1020,BLUE POWDER COAT,306617.38,1.5,1.79,3.58,Unit,2
226,MB04-04-11-016,PANEL COVER,MB04-07-11-000SA_R1] PANEL BOARD,AISI 1020,BLUE POWDER COAT,307699.59,1.5,1.79,3.58,Unit,2
227,MB04-07-15-009,SMPS CTD BASE,MB04-07-15-000SA] SMPS CTD ASSEMBLY,AISI 1020,BLUE POWDER COAT,464187.21,1.5,2.7,5.4,Unit,2
228,HS06-04-00-001,CONNECTOR PLATE,HS06-04-09-000SA_R2] V4 TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,44465.12,1.5,0.25,0.5,Unit,2
229,HS06-05-06-001,HS06 CONTROLLER TOP COVER,HS06-05-06-000SA] TEMPERATURE INDICATION BOX,AISI 1020,BLUE POWDER COAT,62103.24,1.5,0.36,0.72,Unit,2
230,HS06-05-06-002,CONTROLLER BOTTOM COVER,HS06-05-06-000SA] TEMPERATURE INDICATION BOX,AISI 1020,BLUE POWDER COAT,31181.47,1.5,0.18,0.36,Unit,2
231,HS05-07-01-052,CONNECTOR MOUNTING PLATE,HS06-05-05-000SA_R1] HS06-05-05-000SA_R1,AISI 1020,BLUE POWDER COAT,50166.37,1.5,0.28,0.56,Unit,2
232,DD01-04-38-001_R3,DOOR-2,DD01-04-38-000SA_R3] FRAME RIGHT SIDE DOOR,AISI 1020,IVORY POWDER COAT,768479.95,1.5,4.6,9.2,Unit,2
233,DD01-04-39-001_R3,DOOR-1,DD01-04-39-000SA_R3] FRAME LEFT SIDE DOOR,AISI 1020,IVORY POWDER COAT,773164.99,1.5,4.63,9.26,Unit,2
234,PR05-15-08-010,JUNCTION BOX,PR05-15-08-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,776733.39,1.5,4.68,9.36,Unit,2
235,PR05-15-25-010,JUNCTION BOX,PR05-15-25-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,643282.02,1.5,3.77,7.54,Unit,2
236,PR05-15-16-001,DOOR-2,PR05-15-16-000SA] PRINTER DOOR,AISI 1020,IVORY POWDER COAT,1677286.15,1.5,9.96,19.92,Unit,2
237,PR05-12-01-011,SIDE COVER,PR05-15-00-000MA] LABLE PRINTING STATION,AISI 1020,IVORY POWDER COAT,850102.75,1.5,5.41,10.82,Unit,2
238,PR05-12-01-013,BACK COVER,PR05-15-00-000MA] LABLE PRINTING STATION,AISI 1020,IVORY POWDER COAT,855969.87,1.5,5.44,10.88,Unit,2
239,PR05-15-03-015,SIDE COVER,PR05-15-00-000MA] LABLE PRINTING STATION,AISI 1020,IVORY POWDER COAT,879359.24,1.5,5.58,11.16,Unit,2
240,CL04-10-03-001,CL JUNCTION BOX,CL04-10-03-000SA] CL04-TOP JUNCTION BOX,AISI 1020,BLUE POWDER COAT,830852.18,1.5,4.86,9.72,Unit,2
241,CL04-10-04-001,CPLT DOOR,CL04-10-04-000SA] CPLT DOOR,AISI 1020,IVORY POWDER COAT,1445303.6,1.5,8.57,17.14,Unit,2
242,PS07-28-23-001,PACK SEPARATOR JB,PS07-28-23-000SA] PACK SEPARATOR JUNCTION BOX,AISI 1020,BLUE POWDER COAT,885078.85,1.5,5.18,20.72,Unit,4
243,PS07-23-01-085,TOP SIDE COVER,PS07-29-03-000SA] PS TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,252684.85,1.5,1.59,12.72,Unit,8
244,PS07-23-01-086,TOP COVER,PS07-29-03-000SA] PS TOP ASSEMBLY,AISI 1020,IVORY POWDER COAT,250650.58,1.5,1.58,6.32,Unit,4
245,PS07-28-07-001,DOOR-2,PS07-28-07-000SA] DOOR-2,AISI 1020,IVORY POWDER COAT,1488006.9,1.5,10.19,40.76,Unit,4
246,PS07-29-08-001,DOOR-1,PS07-29-08-000SA] DOOR-1,AISI 1020,IVORY POWDER COAT,1524916.75,1.5,10.3,20.6,Unit,2
247,PS07-23-01-024,SIDE COVER,"PS07-29-00-000MA] PACK SAPERATOR, PS07-28-00-000MA] PACK SAPERATOR",AISI 1020,IVORY POWDER COAT,971459.83,1.5,6.17,49.36,Unit,8
248,PS07-23-10-001,SIDE COVER,"PS07-29-00-000MA] PACK SAPERATOR, PS07-28-00-000MA] PACK SAPERATOR",AISI 1020,IVORY POWDER COAT,975256.49,1.5,6.19,24.76,Unit,4
249,PS07-28-01-001,SIDE COVER,"PS07-29-00-000MA] PACK SAPERATOR, PS07-28-00-000MA] PACK SAPERATOR",AISI 1020,IVORY POWDER COAT,994007.39,1.5,6.31,25.24,Unit,4
250,PS07-28-01-022,BACK COVER,"PS07-29-00-000MA] PACK SAPERATOR, PS07-28-00-000MA] PACK SAPERATOR",AISI 1020,IVORY POWDER COAT,966091.22,1.5,6.13,24.52,Unit,4
251,PS07-28-01-023,BACK COVER,"PS07-29-00-000MA] PACK SAPERATOR, PS07-28-00-000MA] PACK SAPERATOR",AISI 1020,IVORY POWDER COAT,913379.85,1.5,5.53,22.12,Unit,4
252,PS07-28-08-001,DOOR-1,PS07-28-08-000SA] DOOR-1,AISI 1020,IVORY POWDER COAT,1524916.75,1.5,10.3,20.6,Unit,2
253,CP03-28-05-013,CP-TOP JB WIRE-DUCT,"CP03-31-05-000SA_R1] V4 TOP ASSEMBLY, CP03-30-05-000SA_R1] V4 TOP ASSEMBLY, HS06-04-09-000SA_R1] V4 TOP ASSEMBLY, CP03-28-05-000SA_R1] V4 TOP ASSEMBLY, HS06-04-09-000SA_R2] V4 TOP ASSEMBLY",AISI 1020,IVORY POWDER COAT,219138.76,1.5,1.41,14.1,Unit,10
254,UL08-07-06-001,UNLOADING JB,UL08-07-06-000SA] UL JUNCTION BOX,AISI 1020,BLUE POWDER COAT,817012.76,1.5,5.07,10.14,Unit,2
255,UL08-08-09-002,UNLOADING DOOR,UL08-08-09-000SA] UNLOADING DOOR,AISI 1020,IVORY POWDER COAT,1364349.28,1.5,8.07,16.14,Unit,2
256,UL08-01-02-001_R3,FOLDING PART 1,UL08-01-02-000SA_R3] FOLDING PART,AISI 1020,ZINC COATING,8095.4,1.5,0.04,0.08,Unit,2
257,DD01-04-52-001_R1,DIMMER JUNCTION BOX,DD01-04-52-000SA_R1] BUCK BOOST JUNCTION BOX,AISI 1020,BLUE POWDER COAT,210316.74,1.5,1.21,2.42,Unit,2
258,DD01-04-59-001_R3,ROBOT TROLLY FRONT PANEL,DD01-04-59-000SA_R5] FRONT PANEL COVER,AISI 1020,IVORY POWDER COATING,1036630.36,1.5,6.08,12.16,Unit,2
259,DD01-04-68-002_R3,TOP COVER MAIN,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,192350.83,1.5,1.11,2.22,Unit,2
260,DD01-04-68-004_R5,TOP PF FESTO COMBINED JUNCTION BOX,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,794017.97,1.5,4.56,9.12,Unit,2
261,DD01-04-68-023,CONTROLLER MTG BRACKET,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,30499.37,1.5,0.17,0.34,Unit,2
262,DD01-04-50-186_R1,WIRE TIE MTG PLATE,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,172707.77,1.5,1.01,2.02,Unit,2
263,DD01-04-50-188_R1,WIRE TIE MTG PLATE,DD01-04-50-000SA_R4] Robot Trolley,AISI 1020,BLUE POWDER COAT,172707.77,1.5,1.01,2.02,Unit,2
264,SR05-04-09-001_R2,TOP COVER,SR05-04-09-000SA_R2] TOP COVER,AISI 1020,IVORY POWDER COAT,1679712.71,1.5,9.91,19.82,Unit,2
265,SR05-04-12-001,BACK COVER,SR05-04-12-000SA_R2] BACK COVER,AISI 1020,IVORY POWDER COAT,684606.17,1.5,4.01,8.02,Unit,2
266,SR05-04-17-001,BACK COVER,SR05-04-17-000SA_R2] BACK COVER,AISI 1020,IVORY POWDER COAT,684605.93,1.5,4.01,8.02,Unit,2
267,SR05-06-05-001_R1,SIDE COVER - 1,SR05-06-05-000SA_R1] SIDE COVER - 1,AISI 1020,IVORY POWDER COAT,661791.91,1.5,3.88,7.76,Unit,2
268,SR05-06-06-001_R1,SIDE COVER - 1,SR05-06-06-000SA_R1] SIDE COVER - 1,AISI 1020,IVORY POWDER COAT,661792.15,1.5,3.88,7.76,Unit,2
269,SR05-06-07-001_R1,SIDE COVER - 2,SR05-06-07-000SA_R1] SIDE COVER - 2,AISI 1020,IVORY POWDER COAT,650311.53,1.5,3.81,7.62,Unit,2
