Sr No,Product Name,,BoM,Material,Surface Finish,Surface Area(mm2),Thickness(mm),Unit Weight(kg),Total Weight(kg),UoM,Quantity
270,SR05-06-08-001_R1,SIDE COVER - 3,SR05-06-08-000SA_R1] SIDE COVER - 3,AISI 1020,IVORY POWDER COAT,943914.63,1.5,5.55,11.1,Unit,2
271,SR05-06-11-001_R1,BACK COVER,SR05-06-11-000SA_R1] BACK COVER,AISI 1020,IVORY POWDER COAT,683311.41,1.5,4,8,Unit,2
272,SR05-06-13-001_R1,BACK COVER,SR05-06-13-000SA_R1] BACK COVER,AISI 1020,IVORY POWDER COAT,679281.13,1.5,3.98,7.96,Unit,2
273,SR05-04-20-011,JUNCTION BOX,SR05-04-20-000SA] ASRS JUNCTION BOX,AISI 1020,BLUE POWDER COAT,924777.46,1.5,5.42,10.84,Unit,2
274,SR05-06-14-001,DOOR-1,SR05-06-14-000SA] ASRS DOOR W/O INDICATION (LEFT),AISI 1020,IVORY POWDER COAT,1365243.75,1.5,8.07,16.14,Unit,2
275,SR05-06-15-001,DOOR-1,SR05-06-15-000SA] ASRS DOOR WITH INDICATION (LEFT),AISI 1020,IVORY POWDER COAT,1364280.75,1.5,8.07,16.14,Unit,2
276,CP03-30-02-001,JUNCTION BOX BASE PLATE,CP03-30-02-000SA] CP03-10 - JB,AISI 1020,BLUE POWDER COAT,777946.54,1.5,4.54,27.24,Unit,6
277,CP03-30-03-001,DOOR-1,CP03-30-03-000SA] RIGHT SIDE CP DOOR-1 WITH INDICATION LIGHT,AISI 1020,IVORY POWDER COAT,1364663.14,1.5,8.07,16.14,Unit,2
278,CP03-30-04-001_R1,SIDE COVER - 2,CP03-30-04-000SA_R1] Car parking cover,AISI 1020,IVORY POWDER COAT,1259827.24,1.5,7.39,14.78,Unit,2
279,AV01-08-01-009,Light Dome,AV01-08-01-000SA] AV STRUCTURE,AISI 1020,WHITE POWDERCOAT,1011849.47,1.5,5.95,11.9,Unit,2
280,AV01-08-06-001_R1,JUNCTION BOX,AV01-08-06-000SA_R1] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,552666.68,1.5,3.3,6.6,Unit,2
281,AV01-08-04-001,AV DOOR,AV01-08-04-000SA] AV DOOR,AISI 1020,IVORY POWDER COAT,1966936.4,1.5,11.75,23.5,Unit,2
282,US04-25-10-003_R1,MVS JB,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,709646.63,1.5,4.14,16.56,Unit,4
283,US04-25-10-001_R1,JB FRONT COVER,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,298300.1,1.5,1.75,7,Unit,4
284,US04-24-02-001,MVS DOOR,US04-24-02-000SA] DOOR,AISI 1020,IVORY POWDER COAT,991553.48,1.5,5.87,23.48,Unit,4
285,MB04-07-01-057_R2,Bottom door,MB04-07-01-000SA_R1] MB STRUCTURE,AISI 1020,IVORY POWDER COAT,949646.84,1.5,6.28,12.56,Unit,2
286,MB04-07-14-001_R1,Main door,MB04-07-14-000SA_R1] DOOR ASSEMBLY,AISI 1020,IVORY POWDER COAT,2073306.87,1.5,14.11,28.22,Unit,2
287,MB04-07-01-012_R1,SIDE COVER-2,MB04-07-00-000MA_R1] MAIN JUNCTION BOX,AISI 1020,IVORY POWDER COAT,1345431.49,1.5,7.8,15.6,Unit,2
288,MB04-07-01-014_R1,SIDE COVER-3,MB04-07-00-000MA_R1] MAIN JUNCTION BOX,AISI 1020,IVORY POWDER COAT,1547454.34,1.5,9.13,18.26,Unit,2
289,HS06-01-05-005,HEAT SEAL BED GUIDE  COVER,HS06-05-05-000SA_R1] HS06-05-05-000SA_R1,AISI 1020,BLUE POWDER COAT,79668.41,1.5,0.46,0.92,Unit,2
290,HS06-04-11-001,HEAT SEAL JB,HS06-04-11-000SA] HS JUNCTION BOX,AISI 1020,BLUE POWDER COAT,813557.6,1.5,5.04,10.08,Unit,2
291,HS06-04-08-001,HS DOOR,HS06-04-08-000SA] HS DOOR,AISI 1020,IVORY POWDER COAT,1363777.91,1.5,8.07,16.14,Unit,2
292,DD01-04-38-002_R2,DOOR STIFFNER-1,DD01-04-38-000SA_R3] FRAME RIGHT SIDE DOOR,AISI 1020,IVORY POWDER COAT,53530.74,1.5,0.3,1.2,Unit,4
293,DD01-04-38-003,DOOR STIFFNER-2,"DD01-04-38-000SA_R3] FRAME RIGHT SIDE DOOR, DD01-04-39-000SA_R3] FRAME LEFT SIDE DOOR",AISI 1020,IVORY POWDER COAT,96055.81,1.5,0.55,2.2,Unit,4
294,DD01-04-38-005_R1,DOOR STIFFNER-3,"DD01-04-38-000SA_R3] FRAME RIGHT SIDE DOOR, DD01-04-39-000SA_R3] FRAME LEFT SIDE DOOR",AISI 1020,IVORY POWDER COAT,66947.28,1.5,0.38,1.52,Unit,4
295,DD01-04-38-013_R1,DOOR HANDLE PART-1,DD01-04-38-000SA_R3] FRAME RIGHT SIDE DOOR,AISI 1020,IVORY POWDER COAT,84474.66,1.5,0.49,0.98,Unit,2
296,DD01-04-38-014,DOOR STIFFNER-4,DD01-04-38-000SA_R3] FRAME RIGHT SIDE DOOR,AISI 1020,IVORY POWDER COAT,37206.88,1.5,0.2,0.4,Unit,2
297,DD01-04-39-002_R1,DOOR STIFFNER-1,DD01-04-39-000SA_R3] FRAME LEFT SIDE DOOR,AISI 1020,IVORY POWDER COAT,53834.6,1.5,0.3,1.2,Unit,4
298,DD01-04-39-013_R1,DOOR HANDLE PART-2,DD01-04-39-000SA_R3] FRAME LEFT SIDE DOOR,AISI 1020,IVORY POWDER COAT,82796.66,1.5,0.48,0.96,Unit,2
299,DD01-04-39-014,DOOR STIFFNER-4,DD01-04-39-000SA_R3] FRAME LEFT SIDE DOOR,AISI 1020,IVORY POWDER COAT,56273.64,1.5,0.31,0.62,Unit,2
300,PR05-15-11-003,TRACK PLATE-STIFFNER,"PR05-15-11-000SA] TRACK FRAME ASSEMBLY, US04-25-11-000SA] TRACK ASSEMBLY, PS07-28-11-000SA] TRACK FRAME ASSEMBLY",AISI 1020,BLUE POWDER COAT,351.36,1.5,2.54,22.78,Unit,12
301,PS07-28-18-021,STIFFNER,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,58500.25,1.5,0.34,2.72,Unit,8
302,UL08-01-02-002_R3,FOLDING PART 3,UL08-01-02-000SA_R3] FOLDING PART,AISI 1020,ZINC COATING,3952.08,1.5,0.02,0.08,Unit,4
303,UL08-01-02-004_R3,FOLDING PART 2,UL08-01-02-000SA_R3] FOLDING PART,AISI 1020,ZINC COATING,6749.69,1.5,0.04,0.08,Unit,2
304,UL08-01-02-006_R1,FIXTURE PART,UL08-01-02-000SA_R3] FOLDING PART,AISI 1020,ZINC COATING,4786.5,1.5,0.03,0.06,Unit,2
305,DD01-04-59-032_R2,ROBOT FRONT PANEL RIB,DD01-04-59-000SA_R5] FRONT PANEL COVER,AISI 1020,IVORY POWDER COAT,24304.75,1.5,0.14,0.56,Unit,4
306,DD01-04-68-024,CONTROLLER MTG BRACKET RIB,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,1246.48,1.5,0.01,0.04,Unit,4
307,DD01-04-68-019_R2,TE CONNECTOR MTG PLATE,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,60444.17,1.5,0.34,0.68,Unit,2
308,DD01-04-68-028,Rib to Provide support to DD01-04-68-002_R3,DD01-04-68-000SA_R4] TOP PF AND FESTO JUNCTION BOX,AISI 1020,BLUE POWDER COAT,22118.16,1.5,0.12,0.24,Unit,2
309,US04-25-10-036,FRONT COVER RESTER,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,3592.17,1.5,0.02,0.08,Unit,4
310,US04-25-10-035,FRONT COVER RESTER,US04-25-10-000SA_R1] JB,AISI 1020,IVORY POWDER COAT,3592.17,1.5,0.02,0.08,Unit,4
311,HS06-01-05-006,SIDE COVER-1,HS06-05-05-000SA_R1] HS06-05-05-000SA_R1,AISI 1020,BLUE POWDER COAT,5849.53,1.5,0.03,0.12,Unit,4
312,,,,,,,,,,,
313,DR02-04-02-042_R3,EM LOCK MTG STIFFENER,DR02-04-02-000SA_R3] DRAWER MAIN CASING,AISI 1020,POWDER COATING,40520.1,2,0.3,30,Unit,100
314,DR02-04-03-004_R4,CANISTER CASING PLATE,"DR02-04-03-000SA_R1] CANISTER SLIDE-LEFT, DR02-04-11-000SA_R1] CANISTER SLIDE-LEFT",AISI 1020,Powder Coating,83140.221,2,0.566,39.9,Unit,70
315,DR02-04-02-003_R8,Drawer-SlideRail Connection-Left,"DR02-04-03-000SA_R1] CANISTER SLIDE-LEFT, DR02-04-11-000SA_R1] CANISTER SLIDE-LEFT, MD01-02-08-000SA] MFD CANISTER BUCKET LEFT",AISI 1020,Powder Coating,81253.46,2,0.59,47.8,Unit,80
316,DR02-04-04-003_R4,CANISTER CASING PLATE-RIGHT,"DR02-04-04-000SA_R1] CANISTER SLIDE-RIGHT, DR02-04-12-000SA_R1] CANISTER SLIDE-RIGHT",AISI 1020,POWDER COATING,82977.237,2,0.565,39.2,Unit,70
317,DR02-04-02-006_R8,Drawer-SlideRail Connection-Right,"DR02-04-04-000SA_R1] CANISTER SLIDE-RIGHT, DR02-04-12-000SA_R1] CANISTER SLIDE-RIGHT, MD01-02-10-000SA] MFD CANISTER BUCKET RIGHT",AISI 1020,POWDER COATING,81253.46,2,0.59,47.8,Unit,80
318,DR02-04-01-001_R3,ROUTING & DOOR MTG,DR02-04-01-000SA_R3] SMALL DRAWER MAIN ASSEMBLY 5 MM INCREASED HEIGHT,AISI 1020,POWDER COATING,60374.68,2,0.46,23,Unit,50
319,DR02-04-01-002_R3,ROUTING & LATCH HOLDER,DR02-04-01-000SA_R3] SMALL DRAWER MAIN ASSEMBLY 5 MM INCREASED HEIGHT,AISI 1020,POWDER COATING,62046.84,2,0.47,23.5,Unit,50
320,DR02-04-01-005,BACK DOOR LOCK STOPPPER,"DR02-04-01-000SA_R3] SMALL DRAWER MAIN ASSEMBLY 5 MM INCREASED HEIGHT, DR02-04-05-000SA_R1] BIG DRAWER MAIN ASSEMBLY 5 MM INCREASED HEIGHT, MD01-02-00-000MA_R1] MFD DRAWER MAIN ASSEMBLY",AISI 1020,POWDER COATING,1022.63,2,0.01,1.4,Unit,80
321,DR02-04-06-003_R1,EM LOCK MTG STIFFENER,DR02-04-06-000SA_R1] DRAWER MAIN CASING,AISI 1020,POWDER COATING,63685.87,2,0.47,18.8,Unit,40
322,DR02-04-05-001_R1,ROUTING & DOOR MTG,DR02-04-05-000SA_R1] BIG DRAWER MAIN ASSEMBLY 5 MM INCREASED HEIGHT,AISI 1020,POWDER COATING,82496.86,2,0.63,12.6,Unit,20
323,DR02-04-05-002_R2,ROUTING & LATCH HOLDER,DR02-04-05-000SA_R1] BIG DRAWER MAIN ASSEMBLY 5 MM INCREASED HEIGHT,AISI 1020,POWDER COATING,84213.9,2,0.65,13,Unit,20
324,MD01-02-01-005_R1,EM LOCK MTG STIFFENER,MD01-02-01-000SA_R1] MFD MAIN CASING,AISI 1020,POWDER COATING,27600.54,2,0.2,4,Unit,20
325,MD01-02-10-002,MFD CANISTER CASING PLATE-RIGHT,MD01-02-10-000SA] MFD CANISTER BUCKET RIGHT,AISI 1020,POWDER COATING,145636.56,2,1.04,10.4,Unit,10
326,MD01-02-08-002,MFD CANISTER CASING PLATE-LEFT,MD01-02-08-000SA] MFD CANISTER BUCKET LEFT,AISI 1020,POWDER COATING,145565.14,2,1.037,10.4,Unit,10
327,MD01-02-06-014_R1,Funnel EM-Lock Keeper MTG,MD01-02-06-000SA_R3] MFD DRAWER FUNNEL,AISI 1020,POWDER COATING,8947.96,2,0.06,0.6,Unit,10
328,MD01-02-00-003,ROUTING & DOOR MTG,MD01-02-00-000MA_R1] MFD DRAWER MAIN ASSEMBLY,AISI 1020,POWDER COATING,48678.2,2,0.37,3.7,Unit,10
329,MD01-02-00-004,ROUTING & LATCH HOLDER,MD01-02-00-000MA_R1] MFD DRAWER MAIN ASSEMBLY,AISI 1020,POWDER COATING,49889.71,2,0.38,3.8,Unit,10
330,DD01-03-65-021,"G-3,7 & 4,8 TOP LED CLAMP BACK",DD01-03-65-000SA_R3] ROBOT TOP LED,AISI 1020,IVORY POWDER COATING,40419.39,2,0.31,1.24,Unit,4
331,DD01-03-65-022,G-1&2 TOP LED CLAMP,DD01-03-65-000SA_R3] ROBOT TOP LED,AISI 1020,IVORY POWDER COATING,216740.63,2,1.65,3.3,Unit,2
332,DD01-03-65-027,"G-3,7&,8 TOP LED CLAMP FRONT",DD01-03-65-000SA_R3] ROBOT TOP LED,AISI 1020,IVORY POWDER COATING,28802.67,2,0.21,0.84,Unit,4
333,DD01-03-65-028,G-5&6 TOP LED CLAMP,DD01-03-65-000SA_R3] ROBOT TOP LED,AISI 1020,IVORY POWDER COATING,251667.02,2,1.95,3.9,Unit,2
334,DD01-03-65-029,G- 9 & 10 TOP LED CLAMP,DD01-03-65-000SA_R3] ROBOT TOP LED,AISI 1020,IVORY POWDER COATING,216740.63,2,1.65,3.3,Unit,2
335,DD01-03-65-030,INPUT CONNECTORS MTG CLAMP,DD01-03-65-000SA_R3] ROBOT TOP LED,AISI 1020,IVORY POWDER COATING,49595.01,2,0.38,0.76,Unit,2
336,ST04-00-01-032_R2,QR CODE SCANNER MTG PART- 1,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,AISI 1020,BLACK POWDER COATING,131992.02,2,0.99,9.9,Unit,10
337,ST04-00-01-036_R2,QR CODE SCANNER MTG PART-2,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,AISI 1020,BLACK POWDER COATING,130181.5,2,0.99,9.9,Unit,10
338,ST04-00-01-041_R2,QR CODE SCANNER MTG PART-3,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,AISI 1020,BLACK POWDER COATING,130181.5,2,0.99,9.9,Unit,10
339,ST04-00-01-038_R2,QR CODE SCANNER MTG PART-4,ST04-00-01-000SA_R1] FACILITY PSR STRUCTURE,AISI 1020,BLACK POWDER COATING,130122.75,2,0.99,9.9,Unit,10
340,DD01-04-31-048,TRACK MTG BRACKET CONNECTOR,DD01-04-31-000SA] MAIN FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,29046.42,2,0.21,1.68,Unit,8
341,DD01-03-85-001,DOOR RIB 1,"DD01-04-85-000SA] BACK LEFT DOOR ASSEMBLY, DD01-04-86-000SA] BACK RIGHT DOOR ASSEMBLY",AISI 1020,IVORY POWDER COAT,23485.88,2,0.16,1.28,Unit,8
342,DD01-04-85-003,DOOR RIB 2,"DD01-04-85-000SA] BACK LEFT DOOR ASSEMBLY, DD01-04-86-000SA] BACK RIGHT DOOR ASSEMBLY",AISI 1020,IVORY POWDER COAT,23755.88,2,0.17,1.36,Unit,8
343,DD01-03-34-014,BACK BOTTOM COVER RIB,DD01-04-34-000SA] SLIDING DOOR,AISI 1020,IVORY POWDER COAT,6000.22,2,0.04,0.48,Unit,12
344,DD01-04-34-004,BACK COVER SUPPORT BOTTOM,DD01-04-34-000SA] SLIDING DOOR,AISI 1020,IVORY POWDER COAT,501433.56,2,3.89,7.78,Unit,2
345,DD01-04-35-005,POWER DISTRIBUTION BLOCK MTG PLATE-1,DD01-04-35-000SA] ELECTRICAL ASSEMBLY,AISI 1020,BLUE POWDER COAT,219821.26,2,1.68,3.36,Unit,2
346,DD01-04-36-006,POWER CONNECTOR MTG CLAMP,DD01-04-36-000SA] SIDE COVER ASSEMBLY,AISI 1020,IVORY POWDER COAT,4705.44,2,0.03,0.72,Unit,24
347,DD01-04-36-012,COVER MOUNTING CLAMP 2,DD01-04-36-000SA] SIDE COVER ASSEMBLY,AISI 1020,IVORY POWDER COAT,6150.99,2,0.04,0.96,Unit,24
348,DD01-04-38-008_R2,EM LOCK KEEPER CLAMP-2,DD01-04-38-000SA_R3] FRAME RIGHT SIDE DOOR,AISI 1020,IVORY POWDER COAT,10236.47,2,0.07,0.14,Unit,2
349,DD01-04-38-009_R1,FRAME DOOR MAGNET CLAMP,"DD01-04-38-000SA_R3] FRAME RIGHT SIDE DOOR, DD01-04-39-000SA_R3] FRAME LEFT SIDE DOOR",AISI 1020,BLUE POWDER COAT,10439.59,2,0.07,0.28,Unit,4
350,DD01-04-39-003_R2,EM LOCK KEEPER CLAMP-2,DD01-04-39-000SA_R3] FRAME LEFT SIDE DOOR,AISI 1020,IVORY POWDER COAT,10236.47,2,0.07,0.14,Unit,2
351,DD01-04-30-040,BARCODE SCANNER SUPPORT,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,18051.95,2,0.13,0.26,Unit,2
352,DD01-04-30-068,CONNECTOR MTG CLAMP FOR FRONT MODULAR,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,17616.53,2,0.12,0.48,Unit,4
353,DD01-04-30-031,SMPS MOUNTING PLATE 2,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,108761.91,2,0.84,1.68,Unit,2
354,DD01-03-30-055,AC CONNECTOR SUPPORT PLATE,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,7613.85,2,0.05,0.4,Unit,8
355,DD01-04-30-013,CONNECTOR MTG PLATE,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,13246.27,2,0.09,0.36,Unit,4
356,DD01-04-35-001,ETHERNET MOUNTING BOX,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,95444.68,2,0.73,1.46,Unit,2
357,DD01-04-35-003,MCB MOUNTING BOX  FRONT COVER,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,108775.49,2,0.83,1.66,Unit,2
358,DD01-04-35-007,SMPS MOUNTING PLATE 1,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,147716.53,2,1.13,4.52,Unit,4
359,DD01-04-35-013,MCB MOUNTING BOX  BACK COVER,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,31294.31,2,0.24,0.48,Unit,2
360,DD01-04-35-014,ETHERNET MTG BOX BACK COVER,DD01-04-30-000SA_R3] ROBOT FRAME STRUCTURE,AISI 1020,IVORY POWDER COAT,21446.96,2,0.16,0.32,Unit,2
361,CV05-53-01-001,CV TABLE TOP COVER,CV05-53-01-000SA] TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,559745.64,2,4.36,8.72,Unit,2
362,CV05-67-01-001,CV TABLE TOP COVER,CV05-67-01-000SA] TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,377068.52,2,2.92,11.68,Unit,4
363,CV05-56-01-002,CV TABLE TOP COVER,CV05-56-01-000SA] TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,1012504.05,2,7.92,158.4,Unit,20
364,PR05-12-04-002,SENSOR CLAMP,PR05-15-02-000SA] LIFT TABLE BASE PLATE ASSEMBLY,AISI 1020,BLUE POWDER COAT,6143.33,2,43.04,516.48,Unit,12
365,PR05-15-00-010,BELT COVER,PR05-15-02-000SA] LIFT TABLE BASE PLATE ASSEMBLY,AISI 1020,IVORY POWDER COAT,114775.21,2,0.86,10.32,Unit,12
366,PR05-15-01-005,SENSOR CLAMP,"PR05-15-01-000SA] PR LIFT TABLE, PS07-28-02-000SA] PR LIFT TABLE",AISI 1020,BLUE POWDER COAT,5653.66,2,0.04,0.24,Unit,6
367,PR05-15-07-004,POSITION FIXTURE,"PR05-15-07-000SA] PAPER GUIDE ASSEMBLY 2, PR05-15-14-000SA] PAPER GUIDE ASSEMBLY 1",AISI 1020,BLUE POWDER COAT,2791.02,2,0.02,0.08,Unit,4
368,PR05-07-13-005,SENSING CLAMP,PR05-15-15-000SA] REJECTION MECHANISM,AISI 1020,BLUE POWDER COAT,1691.21,2,0.01,0.02,Unit,2
369,PR05-15-05-014,HT3CL2-6G-M8(SENSOR CLAMP),PR05-15-05-000SA] PRINTER BASE ASSEMBLY,AISI 1020,BLUE POWDER COAT,17060.72,2,0.12,0.24,Unit,2
370,PR05-15-10-019,WIRE ROUTING CLAMP,PR05-15-10-000SA] PRINTER STATION STRUCTURE,AISI 1020,BLUE POWDER COAT,69020.79,2,0.53,2.12,Unit,4
371,PR05-15-24-002,PCB BASE PLATE,PR05-15-24-000SA] RASPBERRY PI 4 B ASSEMBLY,AISI 1020,BLUE POWDER COAT,89923.82,2,0.69,1.38,Unit,2
372,PR05-15-08-007,PCB BASE PLATE,PR05-15-08-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,55491.95,2,0.42,0.84,Unit,2
373,PR05-15-25-004,SERVO DRIVER PLATE,PR05-15-25-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,50566.08,2,0.38,0.76,Unit,2
374,PR05-15-25-006,PCB MOUNING CLAMP,PR05-15-25-000SA] JUNCTION BOX,AISI 1020,BLUE POWDER COAT,79919.69,2,0.61,1.22,Unit,2
375,PR05-15-03-018,JUNCTION BOX STOPPER,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,20740.92,2,0.16,0.64,Unit,4
376,PR05-12-09-007,CONNECTOR PLATE,PR05-15-03-000SA] PRINTER STATION TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,19135.1,2,0.14,0.28,Unit,2
377,PR05-15-22-003,FRONT COVER,PR05-15-22-000SA] MVS WIRE DUCT,AISI 1020,BLUE POWDER COAT,83351.66,2,0.64,1.28,Unit,2
378,PR05-15-16-015,KEEPER CLAMP,PR05-15-16-000SA] PRINTER DOOR,AISI 1020,IVORY POWDER COAT,6741.84,2,0.05,0.1,Unit,2
379,CL04-10-02-010,CONNECTOR CLAMP,CL04-10-02-000SA] TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,14129.48,2,0.1,0.2,Unit,2
380,CL04-10-05-003,FRONT COVER,CL04-10-05-000SA] CPLT  WIRE DUCT,AISI 1020,IVORY POWDER COAT,135904.06,2,1.04,2.08,Unit,2
381,US04-24-00-001,SENSOR CLAMP,"CL04-10-00-000MA] CAR PARKING LIFT TABLE, US04-24-00-000MA_R1] USER STATION",AISI 1020,BLUE POWDER COAT,5653.66,2,0.04,0.24,Unit,6
382,PS07-28-04-032,FORK GUIDE CLAMP,PS07-28-04-000SA] 7X4 MULTI-DOSE PACK SEPARATOR BOTTOM ASSEMBLY,AISI 1020,BLUE POWDER COAT,36733.71,2,0.28,1.12,Unit,4
383,PS07-28-04-034,FIXING CLAMP,PS07-28-04-000SA] 7X4 MULTI-DOSE PACK SEPARATOR BOTTOM ASSEMBLY,AISI 1020,BLUE POWDER COAT,18667.89,2,0.14,4.48,Unit,32
384,PS07-28-04-036,BOTTOM PAPER SENSOR CLAMP,PS07-28-04-000SA] 7X4 MULTI-DOSE PACK SEPARATOR BOTTOM ASSEMBLY,AISI 1020,BLUE POWDER COAT,14993.22,2,0.11,0.88,Unit,8
385,PS07-28-04-031,FORK GUIDE CLAMP 1,PS07-28-04-000SA] 7X4 MULTI-DOSE PACK SEPARATOR BOTTOM ASSEMBLY,AISI 1020,BLUE POWDER COAT,34943.39,2,0.26,1.04,Unit,4
386,PS07-23-38-005,SENSING CLAMP-02,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,7603.57,2,0.06,0.24,Unit,4
387,PS07-23-38-013,SENSING CLAMP,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,7603.57,2,0.06,0.24,Unit,4
388,PS07-28-38-005,SENSING CLAMP-02,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,5673.1,2,0.04,0.16,Unit,4
389,PS07-28-38-013,SENSING CLAMP,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,5673.1,2,0.04,0.16,Unit,4
390,PD01-01-00-005,TOP SANDWICH FORK CLAMP,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,RED POWDER COAT,10115.7,2,0.07,0.28,Unit,4
391,PS07-28-38-019,WIRE ROUTING CLAMP,PS07-28-38-000SA] 7X4 PACK SEPARATOR TOP ASSEMBLY,AISI 1020,BLUE POWDER COAT,9463.72,2,0.07,0.56,Unit,8
392,PS07-28-01-019,SENSOR CLAMP,PS07-28-01-000SA] PS STRUCTURE,AISI 1020,BLUE POWDER COAT,5464.2,2,0.04,0.16,Unit,4
393,PS07-28-01-034,WIRE COVER,PS07-28-01-000SA] PS STRUCTURE,AISI 1020,BLUE POWDER COAT,31189.73,2,0.24,1.92,Unit,8
394,PS07-28-01-035,WIRE COVER,PS07-28-01-000SA] PS STRUCTURE,AISI 1020,BLUE POWDER COAT,83587.55,2,0.64,2.56,Unit,4
395,PS07-28-01-038,WIRE COVER,PS07-28-01-000SA] PS STRUCTURE,AISI 1020,BLUE POWDER COAT,49775.28,2,0.37,1.48,Unit,4
396,PS07-28-01-039,WIRE COVER,PS07-28-01-000SA] PS STRUCTURE,AISI 1020,BLUE POWDER COAT,45482.83,2,0.35,1.4,Unit,4
397,PS07-28-01-046,STACK LOADER CLAMP,PS07-28-01-000SA] PS STRUCTURE,AISI 1020,BLUE POWDER COAT,43965.26,2,0.33,1.32,Unit,4
398,PS07-28-01-081,CABLE TIE HOLDING CLAMP,PS07-28-01-000SA] PS STRUCTURE,AISI 1020,BLUE POWDER COAT,65324.28,2,0.5,2,Unit,4
399,PS07-28-13-002,CAMERA MOUNTING CLAMP,PS07-28-13-000SA] CAMERA ASSEMBLY,AISI 1020,BLUE POWDER COAT,42059.81,2,0.31,1.24,Unit,4
400,PS07-28-22-003,FRONT COVER,PS07-28-22-000SA] PS WIRE DUCT,AISI 1020,IVORY POWDER COAT,48415.93,2,0.37,1.48,Unit,4
401,PS07-28-08-013,KEEPER CLAMP,"PS07-28-07-000SA] DOOR-2, PS07-29-08-000SA] DOOR-1, PS07-28-08-000SA] DOOR-1",AISI 1020,IVORY POWDER COAT,7268.2,2,0.05,0.4,Unit,8
402,UL08-07-09-008,KEEPER CLAMP,"UL08-08-09-000SA] UNLOADING DOOR, SR05-06-15-000SA] ASRS DOOR WITH INDICATION (LEFT), CP03-30-03-000SA] RIGHT SIDE CP DOOR-1 WITH INDICATION LIGHT, HS06-04-08-000SA] HS DOOR",AISI 1020,IVORY POWDER COAT,6007.44,2,0.04,0.32,Unit,8
403,UL08-07-01-028,CABLE TIE HOLDER CLAMP,UL08-08-02-000SA] UL MAIN STRUCTURE,AISI 1020,BLUE POWDER COAT,57518.66,2,0.43,0.86,Unit,2
404,UL08-07-02-013,CONNECTOR CLAMP,UL08-08-02-000SA] UL MAIN STRUCTURE,AISI 1020,BLUE POWDER COAT,31466.99,2,0.24,0.96,Unit,4
405,UL08-07-03-005,SENSOR MOUNTING CLAMP,UL08-07-03-000SA] VACCUM PLATE ASSY,AISI 1020,ZINC COATING,2865,2,0.02,0.04,Unit,2
406,UL08-07-07-025,CONVEYOR SIDE PLATE CLAMP,"UL08-07-05-000SA] BELT CONVEYOR - 2, UL08-07-07-000SA] BELT CONVEYOR - 1",AISI 1020,BLUE POWDER COAT,12638.06,2,0.09,0.36,Unit,4
